file_name,video_id,title,upload_date,year,duration_seconds,duration_human,view_count,like_count,category,format,topics,top_terms,synopsis
7 Surprising Habits to Be a Millionaire by 30 (JMh44cq60UE).md,JMh44cq60UE,7 Surprising Habits to Be a Millionaire by 30,2023-04-08,2023,707,11:47,547571,26466,Education,music,money-finance,"about, make, millionaires, got, cliff, people, money, passive, income, ideas, habits, surprising","该视频属于music内容。I recently interview Cliff Weitzman on my podcast, and he shared some really interesting tips about relationships and making better connections with people. Cliff is one of the most impressive and successful people I know, so I thought it'd be worth breaking down 7 of his best pieces of advice. Enjoy x"
7 Things I Wish I Knew About Productivity Earlier (yxF9TGhWPMc).md,yxF9TGhWPMc,7 Things I Wish I Knew About Productivity Earlier,2023-11-01,2023,915,15:15,584408,21041,Education,talk,"career-life, productivity, youtube-creator","productivity, change, like, achieve, book, things, mathew, dicks, someday, today, wish, knew",该视频属于talk内容。I loved reading this book Someday Is Today. The author Mathew Dicks is a good friend of mine and has so much incredible advice and wisdom. In this video I share 7 of my favourite lessons from this book. Enjoy x
8 Evidence-Based Tips that Helped Me Find Love (h-mxesCotgs).md,h-mxesCotgs,8 Evidence-Based Tips that Helped Me Find Love,2022-10-17,2022,940,15:40,825784,25663,Education,talk,"career-life, health","love, not, one, relationships, dating, find, now, evidence-based, helped, logan, book, checklist","该视频属于talk内容。One of the biggest predictors of life satisfaction is the quality of our relationships and there are studies which show that it's specifically your romantic relationships which correlate with these health and happiness outcomes. So in this video, I'll be sharing some tips from that I picked up from talking to behavioural scientist Logan Ury who's written the fantastic book How To Not Die Alone. Enjoy x"
8 Lessons I Learned From Elon Musk (wlvxviP-xNg).md,wlvxviP-xNg,8 Lessons I Learned From Elon Musk,2021-10-29,2021,918,15:18,556468,24464,Education,tutorial,"study-learning, tools-tech","elon, musk, lessons, people, learned, about, can, live, like, think, some, motivational","该视频属于tutorial内容。In this video, we're going over 8 life lessons I learned from Elon Musk. Some are related to productivity, and others are about living a good life in general. If you're interested in learning more about Elon, his biography by Ashley Vance is a pretty good read."
8 Simple Habits That Save Me 20+ Hours a Week (NL2Vq32jyeo).md,NL2Vq32jyeo,8 Simple Habits That Save Me 20+ Hours a Week,2023-07-31,2023,1228,20:28,902043,24593,Education,tutorial,productivity,"manage, calendar, management, can, simple, habits, save, week, now, because, level, make","该视频属于tutorial内容。Hey friends, I really believe that time management is super important, because we can always make more money, but we can never make more time. So in this video, I share 8 of my favourite habits that help me save around 20 hours a week. Enjoy x"
8 Simple Hacks to Improve Your Health (hBEKGBLAB80).md,hBEKGBLAB80,8 Simple Hacks to Improve Your Health,2023-09-22,2023,802,13:22,803471,24227,Education,talk,general,"health, i've, simple, hacks, sleep, improve, stop, can, now, might, important, because","该视频属于talk内容。As I've got older, I've realised the true value of my health. I've started to take looking after it more and more seriously, and so in this video I share 8 of my favourite simple ""hacks"" that I use to improve my health, which you might like too. Enjoy x"
8 Steps That Got Me Millions of Subscribers on YouTube (vBqOMLd1ZQk).md,vBqOMLd1ZQk,8 Steps That Got Me Millions of Subscribers on YouTube,2023-09-01,2023,713,11:53,205709,8661,Education,tutorial,youtube-creator,"youtube, grow, would, you're, steps, got, millions, subscribers, abdal, today, one, seven","该视频属于tutorial内容。If we haven’t yet before - Hey 👋 I’m Ali, a doctor-turned-entrepreneur and I’ve somehow become the world’s most followed productivity expert. Through my videos here on this channel, my podcast Deep Dive and writing, I share evidence-based strategies and tools to help you be more productive and build a life you love."
8 Surprising Habits That Made Me A Millionaire (IScN1SOcj7A).md,IScN1SOcj7A,8 Surprising Habits That Made Me A Millionaire,2021-06-13,2021,675,11:15,1279080,53647,Education,music,money-finance,"millionaire, habits, become, make, money, can, because, surprising, made, people, rich, step",该视频属于music内容。In this video I'll be going over 8 habits that have helped me become a millionaire and which could help anyone on the path to financial independence.
9 Business Lessons - How I Made $1.6m in 30 Days (qWMK16uYQbU).md,qWMK16uYQbU,9 Business Lessons - How I Made $1.6m in 30 Days,2023-04-05,2023,901,15:01,430164,17359,Education,tutorial,money-finance,"make, business, like, much, youtubers, money, lessons, days, secrets, made, books, alex","该视频属于tutorial内容。Recently my team and I hit this insane milestone of generating $1.6m in revenue in 30 days. I've been trying to make money online for around 15 years now, but in the past 3-6 months there were a few different things that really helped level us all up. So in this video I talk through 7 lessons that I've learnt over the years, but also the ones I've thought about most recently that have enabled us to get to this point. Enjoy x"
9 Lessons From My Favourite YouTuber (FiRp3GEebms).md,FiRp3GEebms,9 Lessons From My Favourite YouTuber,2021-04-04,2021,913,15:13,171113,7439,Education,tutorial,tools-tech,"peter, youtube, things, mckinnon, like, i'm, lessons, youtuber, don't, make, vlog, fun",该视频属于tutorial内容。In this video I'll be going over some of the lessons I've learned from that YouTuber that most influenced my development on YouTube...
9 Passive Income Ideas - How I Make $27k per Week (M5y69v1RbU0).md,M5y69v1RbU0,9 Passive Income Ideas - How I Make $27k per Week,2021-04-15,2021,1801,30:01,13918602,407443,Education,talk,money-finance,"passive, income, make, money, ideas, online, get, week, way, not, book, per","该视频属于talk内容。In this video I'll be going over 9 passive income ideas with real world examples, some of which have enabled me to earn around $27,000 a week."
9 Things I Wish I Knew When I Started YouTube (LQRuaP2VFfA).md,LQRuaP2VFfA,9 Things I Wish I Knew When I Started YouTube,2023-10-06,2023,1013,16:53,1871031,67698,Education,talk,general,"not, people, youtube, started, about, things, wish, one, care, knew, family, watching","该视频属于talk内容。I love talking about YouTube, and I love sharing what I've learned about growing on this platform. Here are 9 things I wish I knew when I started. Enjoy x"
A Beginner's Guide to Making Money with Online Courses (TmuDsq4m4Ts).md,TmuDsq4m4Ts,A Beginner's Guide to Making Money with Online Courses,2024-05-21,2024,4011,1:06:51,463263,14150,Education,tutorial,"business, youtube-creator","online, selling, going, money, making, sell, about, i'm, we're, everything, beginner's, like","该视频属于tutorial内容。This video is a 1 hour masterclass on basically everything I know about making and selling online courses. If you're interested in selling courses yourself, then hopefully there's something useful for you here! Enjoy x"
A Day in My Life as a YouTuber (HIlZ-rW7dXA).md,HIlZ-rW7dXA,A Day in My Life as a YouTuber,2022-11-01,2022,561,9:21,88798,3076,Education,talk,youtube-creator,"youtuber, vlog, event, alumni, academy, it's, all, last, while, after, head, over","该视频属于talk内容。Last month I hosted an event for alumni from our Part Time YouTuber Academy and decided to vlog the whole day, enjoy 😊"
A HUGE Unboxing Day (reazJx4INyM).md,reazJx4INyM,A HUGE Unboxing Day,2020-06-21,2020,741,12:21,139488,4462,Education,review,"study-learning, tools-tech","study, unboxing, i'm, start, huge, university, like, myself, morning, about, student, today","该视频属于review内容。Hey guys, today I'm bringing you a super productive day of filming content and unboxing a load of tech goodies. Enjoy xx"
A Productive 72 Hours in Monaco - Day in the Life Vlog (gtXHePXjVlE).md,gtXHePXjVlE,A Productive 72 Hours in Monaco - Day in the Life Vlog,2021-09-26,2021,580,9:40,119195,4651,Education,vlog,tools-tech,"monaco, vlog, productive, like, it's, work, doing, we're, deep, dive, can, podcasts",该视频属于vlog内容。Haven't done a vlog in a while so a trip to Monaco to record a podcast seemed a good time to start doing them again. Enjoy x
A Productive Day in Isolation (RDeJe_2TWUE).md,RDeJe_2TWUE,A Productive Day in Isolation,2020-04-07,2020,557,9:17,229279,6988,Education,talk,"study-learning, business, youtube-creator","study, productive, coffee, isolation, get, something, exams, youtube, about, learn, people, one","该视频属于talk内容。It's my flagship live YouTube course where I teach people to do YouTube as a side hustle. If you want to learn how to grow your YouTube channel without quitting your day job or sacrificing your current projects, it's one of the best places to start this journey."
A Productive Day in the Life vlog (QDU4S4sfb_g).md,QDU4S4sfb_g,A Productive Day in the Life vlog,2020-01-21,2020,381,6:21,462667,15006,Education,vlog,study-learning,"vlog, doctor, cambridge, essay, productive, off, places, eat, good, jamaica, blue, coffee","该视频属于vlog内容。My brother and I host a weekly podcast where we discuss happiness, creativity and the human condition. You can find it by searching “Not Overthinking” on any podcast app (eg: Spotify, Apple Podcasts, Google Podcasts etc)."
A Productive Day on Vacation in the Canary Islands (uGB2z2IZS0I).md,uGB2z2IZS0I,A Productive Day on Vacation in the Canary Islands,2020-11-11,2020,408,6:48,149582,6234,Education,vlog,general,"canary, vacation, islands, productive, productivity, tenerife, head, about, vlog, through, very, myself","该视频属于vlog内容。Hey friends, in this video I'll be taking you through a day of my ""vacation"" in Tenerife which consists of writing educational material, Zoom calls with the team and minimizing wastemannery."
A Productive Week in My Life (XJaGAQsFVHs).md,XJaGAQsFVHs,A Productive Week in My Life,2024-06-11,2024,1542,25:42,77329,2090,Education,vlog,"career-life, youtube-creator","like, then, success, productive, week, good, few, it's, going, start, know, about",该视频属于vlog内容。Some more behind the scenes from our team week in Turkey. I hope you enjoy it! xx
A RIDICULOUSLY Productive Day in my Life (KMskdqtR1yA).md,KMskdqtR1yA,A RIDICULOUSLY Productive Day in my Life,2021-01-20,2021,581,9:41,350780,13740,Education,talk,medicine,"productive, doctor, i'm, productivity, ridiculously, some, vlog, playstation, junior, doing, myself, art",该视频属于talk内容。Today I'm bringing you a ridiculously productive day in my life. Title says it all.
A STUPENDOUSLY Productive Day in my Life (a3qVXVE_bYQ).md,a3qVXVE_bYQ,A STUPENDOUSLY Productive Day in my Life,2021-03-08,2021,606,10:06,175729,7133,Education,music,tools-tech,"productive, oculus, doctor, i've, playing, got, stupendously, weekend, podcasts, i'm, breakfast, meal",该视频属于music内容。In this video I'll be going over a very productive day in my life playing Oculus Quest and doing a bunch of other highly valuable activities.
A Week in My Life _ Vlog (sHGRbM2txoI).md,sHGRbM2txoI,A Week in My Life | Vlog,2024-05-14,2024,951,15:51,101433,2849,Education,vlog,youtube-creator,"we're, business, vlog, going, like, week, about, then, next, years, build, team","该视频属于vlog内容。If we haven’t yet before - Hey 👋 I’m Ali, a doctor-turned-entrepreneur and I’ve somehow become the world’s most followed productivity expert. Through my videos here on this channel, my podcast Deep Dive and writing, I share evidence-based strategies and tools to help you be more productive and build a life you love."
